"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","FI","Finland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-04","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","AT","Austria",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","FI","Finland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-05","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","CZ","Czech Republic",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","FI","Finland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-06","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","CZ","Czech Republic",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","DK","Denmark",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","NO","Norway",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-07","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","FI","Finland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-08","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","FI","Finland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","NL","Netherlands",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-09","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","CZ","Czech Republic",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-10","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","DK","Denmark",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","FI","Finland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","NO","Norway",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","SE","Sweden",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-11","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","BE","Belgium",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","CY","Cyprus",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","DK","Denmark",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","EE","Estonia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","EL","Greece",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","ES","Spain",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","FI","Finland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","HU","Hungary",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","IS","Iceland",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","IT","Italy",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","LT","Lithuania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","LU","Luxembourg",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","LV","Latvia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","MT","Malta",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","PT","Portugal",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","RO","Romania",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","SI","Slovenia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2015-12","SK","Slovakia",0.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-01","FI","Finland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-01","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-01","SK","Slovakia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-02","BE","Belgium",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-03","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-03","CZ","Czech Republic",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-03","ES","Spain",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-03","HU","Hungary",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-03","NO","Norway",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-04","BE","Belgium",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-04","CZ","Czech Republic",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-04","ES","Spain",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-04","FI","Finland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-04","IE","Ireland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-05","ES","Spain",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-05","FI","Finland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-05","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-06","HU","Hungary",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-06","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-06","SK","Slovakia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-07","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-07","BE","Belgium",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-07","DK","Denmark",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-07","ES","Spain",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-07","FR","France",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-07","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-08","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-08","ES","Spain",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-08","HU","Hungary",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-08","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-09","CY","Cyprus",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-09","EE","Estonia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-09","ES","Spain",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-09","IS","Iceland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-09","SI","Slovenia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-10","HU","Hungary",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-10","IE","Ireland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-10","NO","Norway",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-10","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-11","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-11","CZ","Czech Republic",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-11","IE","Ireland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-12","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-12","FI","Finland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-12","HU","Hungary",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2007-12","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-01","DK","Denmark",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-01","ES","Spain",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-01","NL","Netherlands",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-02","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-02","BE","Belgium",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-02","IT","Italy",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-02","LT","Lithuania",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-02","SI","Slovenia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-03","LT","Lithuania",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-03","SI","Slovenia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-03","SK","Slovakia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-04","CZ","Czech Republic",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-04","EE","Estonia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-04","HU","Hungary",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-05","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-05","ES","Spain",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-05","FI","Finland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-05","HU","Hungary",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-05","LV","Latvia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-05","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-06","BE","Belgium",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-06","IT","Italy",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-06","LT","Lithuania",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-07","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-07","BE","Belgium",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-07","LT","Lithuania",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-07","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-08","IS","Iceland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-08","LU","Luxembourg",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-08","NL","Netherlands",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-08","RO","Romania",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-08","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-08","SK","Slovakia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-09","CY","Cyprus",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-09","LU","Luxembourg",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-09","NL","Netherlands",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-10","IE","Ireland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-10","NO","Norway",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-11","FR","France",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-11","IS","Iceland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-12","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-12","BE","Belgium",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-12","CZ","Czech Republic",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-12","IT","Italy",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-12","NO","Norway",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2008-12","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-01","ES","Spain",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-01","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-02","CZ","Czech Republic",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-02","DK","Denmark",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-02","HU","Hungary",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-02","IT","Italy",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-02","NO","Norway",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-03","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-03","BE","Belgium",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-03","DK","Denmark",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-03","HU","Hungary",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-03","IE","Ireland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-03","IT","Italy",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-03","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-04","IT","Italy",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-04","NO","Norway",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-05","FI","Finland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-05","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-06","NL","Netherlands",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-07","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-07","BE","Belgium",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-07","ES","Spain",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-07","FI","Finland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-07","NL","Netherlands",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-07","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-07","SK","Slovakia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-08","CZ","Czech Republic",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-08","HU","Hungary",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-08","NL","Netherlands",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-08","SI","Slovenia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-09","AT","Austria",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-09","DK","Denmark",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-09","FI","Finland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-09","IE","Ireland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-09","NL","Netherlands",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-09","NO","Norway",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-09","SE","Sweden",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-10","CY","Cyprus",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-10","CZ","Czech Republic",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-10","DK","Denmark",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-10","EE","Estonia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-10","ES","Spain",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-10","IT","Italy",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-10","NO","Norway",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-10","SK","Slovakia",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-11","FI","Finland",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-11","HU","Hungary",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-11","NO","Norway",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-12","CZ","Czech Republic",1.000000000,""
"Salmonellosis","Serotype AGONA","Reported cases","N","2009-12","FI","Finland",1.000000000,""
